"","ST_CASE","VEH_NO","HIT_RUNNAME","NUMOCCSNAME","L_STATENAME","SPEEDRELNAME","VSPD_LIM"
"40",10025,2,"No","04","Alabama","No",50
"41",10026,1,"No","02","Georgia","No",55
"42",10027,1,"No","01","Alabama","No",40
"43",10028,1,"No","01","Alabama","Yes, Too Fast for Conditions",45
"44",10028,2,"No","02","Alabama","No",45
"45",10029,1,"No","02","Alabama","No",45
"46",10030,1,"No","01","Alabama","No",55
"47",10030,2,"No","01","Tennessee","No",55
"48",10031,1,"No","01","Alabama","Yes, Too Fast for Conditions",50
"49",10031,2,"No","02","Tennessee","No",50
"50",10032,1,"No","01","Alabama","No",45
"51",10033,1,"No","01","Alabama","No",45
"52",10034,1,"No","01","Alabama","No",45
"53",10035,1,"No","02","Alabama","No",55
"54",10035,2,"No","01","Alabama","No",55
"55",10036,1,"No","01","Alabama","Yes, Too Fast for Conditions",55
"56",10037,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"57",10038,1,"No","03","Georgia","Yes, Too Fast for Conditions",25
"58",10039,1,"No","01","Mexico","No",65
"59",10039,2,"No","01","Alabama","No",65
"60",10040,1,"No","02","Alabama","Yes, Exceeded Speed Limit",40
"61",10041,1,"No","01","Alabama","No",45
"62",10042,1,"No","01","Alabama","No",98
"63",10043,1,"No","01","Mexico","No",50
"64",10043,2,"No","02","Alabama","No",50
"65",10044,1,"No","01","Alabama","No",55
"66",10044,2,"No","02","Alabama","No",55
"67",10045,1,"No","02","Georgia","Yes, Exceeded Speed Limit",55
"68",10045,2,"No","02","Alabama","No",55
"69",10046,1,"No","02","Alabama","No",35
"70",10046,2,"No","01","Georgia","No",40
"71",10047,1,"No","01","Alabama","No",40
"72",10047,2,"No","01","Alabama","No",40
"73",10048,1,"No","01","Alabama","No",55
"74",10048,2,"No","01","New York","No",55
"75",10049,1,"No","05","Alabama","Yes, Too Fast for Conditions",55
"76",10050,1,"No","01","Alabama","Yes, Too Fast for Conditions",50
"77",10050,2,"No","01","Alabama","No",50
"78",10051,1,"No","01","Alabama","Yes, Too Fast for Conditions",45
"79",10052,1,"No","01","Alabama","No",40
"80",10053,1,"No","01","Alabama","No",50
"81",10053,2,"No","01","Georgia","No",50
"82",10054,1,"No","01","Alabama","Yes, Too Fast for Conditions",55
"83",10055,1,"No","02","Alabama","No",55
"84",10056,1,"No","01","Alabama","No",65
"85",10057,1,"No","01","Alabama","No",55
"86",10058,1,"No","02","Alabama","Yes, Exceeded Speed Limit",25
"87",10059,1,"No","01","Alabama","No",0
"88",10059,2,"No","02","Alabama","Reported as Unknown",55
"89",10059,3,"No","01","Alabama","No",55
"90",10059,4,"No","02","Alabama","No",55
"91",10059,5,"No","01","Alabama","No",55
"92",10060,1,"No","01","Alabama","No",45
"93",10061,1,"No","01","Alabama","No",45
"94",10062,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"95",10063,1,"No","01","Alabama","No",35
"96",10064,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"97",10065,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"98",10065,2,"No","01","Alabama","No",55
"99",10066,1,"No","01","Alabama","Yes, Too Fast for Conditions",35
"100",10067,1,"No","01","Alabama","Reported as Unknown",30
"101",10068,1,"No","01","Alabama","No",55
"102",10068,2,"No","01","Alabama","No",55
"103",10069,1,"No","01","Alabama","No",55
"104",10069,2,"No","01","Alabama","No",55
"105",10070,1,"No","01","Alabama","No",55
"106",10071,1,"No","02","Alabama","Reported as Unknown",25
"107",10072,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"108",10073,1,"No","01","Alabama","Reported as Unknown",25
"109",10074,1,"No","02","Alabama","Yes, Exceeded Speed Limit",55
"110",10075,1,"No","01","Alabama","No",55
"111",10076,1,"No","01","Alabama","No",55
"112",10076,2,"No","01","Kentucky","No",55
"113",10077,1,"No","01","Alabama","No",70
"114",10078,1,"No","01","Illinois","No",70
"115",10078,2,"No","02","Texas","No",70
"116",10079,1,"No","01","Alabama","No",55
"117",10080,1,"No","None","No Driver Present/Unknown if Driver Present","No Driver Present/Unknown if Driver Present",55
"118",10080,2,"No","01","Alabama","No",55
"119",10081,1,"No","02","Alabama","Yes, Exceeded Speed Limit",55
"120",10082,1,"No","01","Alabama","No",40
"121",10082,2,"No","02","Alabama","No",40
"122",10083,1,"No","02","Alabama","No",45
"123",10083,2,"No","01","Mississippi","No",45
"124",10084,1,"No","01","Alabama","No",65
"125",10084,2,"No","01","Texas","No",65
"126",10084,3,"No","01","Alabama","No",45
"127",10085,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"128",10086,1,"No","01","Alabama","No",55
"129",10087,1,"No","01","Mississippi","No",65
"130",10088,1,"No","01","Alabama","No",55
"131",10089,1,"No","01","Alabama","Yes, Too Fast for Conditions",45
"132",10090,1,"No","01","Alabama","No",35
"133",10090,2,"No","02","Alabama","No",35
"134",10091,1,"No","01","Alabama","No",40
"135",10092,1,"No","01","Alabama","No",55
"136",10093,1,"No","01","Alabama","Reported as Unknown",30
"137",10094,1,"No","01","Alabama","No",55
"138",10094,2,"No","01","Alabama","No",55
"139",10094,3,"No","01","Alabama","No",55
"140",10095,1,"No","01","Alabama","Yes, Too Fast for Conditions",55
"141",10096,1,"No","01","Alabama","Yes, Exceeded Speed Limit",25
"142",10097,1,"No","02","Mississippi","No",40
"143",10097,2,"No","01","Georgia","No",65
"144",10098,1,"No","01","Alabama","No",35
"145",10098,2,"No","01","Alabama","No",35
"146",10099,1,"No","04","Alabama","Yes, Exceeded Speed Limit",35
"147",10100,1,"No","02","Alabama","Yes, Exceeded Speed Limit",35
"148",10101,1,"No","01","Alabama","No",25
"149",10102,1,"No","01","Alabama","No",65
"150",10102,2,"No","01","Florida","No",65
"151",10103,1,"No","04","Alabama","No",55
"152",10104,1,"No","01","Alabama","No",55
"153",10104,2,"No","01","Texas","No",55
"154",10105,1,"No","03","Alabama","No",55
"155",10106,1,"No","01","Florida","Yes, Exceeded Speed Limit",45
"156",10106,2,"No","01","Florida","No",45
"157",10107,1,"No","01","Alabama","Yes, Too Fast for Conditions",55
"158",10109,1,"No","01","Alabama","No",45
"159",10110,1,"No","03","Alabama","No",55
"160",10111,1,"No","03","Alabama","No",35
"161",10112,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"162",10113,1,"No","02","Alabama","No",70
"163",10114,1,"No","02","Florida","No",30
"164",10115,1,"No","03","Alabama","No",45
"165",10116,1,"No","01","Alabama","No",55
"166",10116,2,"No","01","Alabama","No",55
"167",10117,1,"No","02","Michigan","Yes, Exceeded Speed Limit",55
"168",10118,1,"No","01","Alabama","Yes, Exceeded Speed Limit",60
"169",10119,1,"No","03","Alabama","No",55
"170",10119,2,"No","01","Alabama","No",65
"171",10120,1,"No","02","Alabama","No",35
"172",10120,2,"No","01","Alabama","No",35
"173",10120,3,"No","01","Alabama","No",35
"174",10121,1,"No","01","Alabama","No",55
"175",10121,2,"No","02","Alabama","No",55
"176",10121,3,"No","02","Alabama","No",55
"177",10122,1,"No","01","Alabama","No",35
"178",10124,1,"No","02","Wisconsin","No",55
"179",10124,2,"No","01","Alabama","No",55
"180",10125,1,"No","01","Georgia","No",45
"181",10126,1,"No","02","Alabama","No",35
"182",10126,2,"No","04","Alabama","No",65
"183",10127,1,"No","01","Alabama","No",35
"184",10127,2,"No","02","Alabama","No",35
"185",10127,3,"No","01","Alabama","No",35
"186",10128,1,"No","01","Alabama","Yes, Too Fast for Conditions",45
"187",10129,1,"No","01","Alabama","Yes, Too Fast for Conditions",55
"188",10130,1,"No","01","Alabama","No",45
"189",10130,2,"No","01","Alabama","No",55
"190",10131,1,"No","01","Georgia","No",55
"191",10132,1,"No","01","Alabama","Yes, Too Fast for Conditions",35
"192",10133,1,"No","01","Alabama","No",55
"193",10134,1,"No","01","Alabama","No",55
"194",10135,1,"No","01","Alabama","Yes, Exceeded Speed Limit",35
"195",10135,2,"No","02","Alabama","No",35
"196",10136,1,"No","01","Alabama","No",45
"197",10137,1,"No","02","Alabama","No",40
"198",10137,2,"No","01","Alabama","No",40
"199",10137,3,"No","01","Alabama","No",40
"200",10138,1,"No","01","Alabama","No",55
"201",10139,1,"No","01","Alabama","No",70
"202",10139,2,"No","01","Alabama","No",70
"203",10139,3,"No","01","Alabama","No",70
"204",10140,1,"Yes","01","Alabama","Yes, Exceeded Speed Limit",55
"205",10140,2,"No","02","Alabama","No",55
"206",10141,1,"No","01","Florida","No",60
"207",10141,2,"No","02","Alabama","No",60
"208",10141,3,"No","01","Alabama","No",60
"209",10141,4,"No","01","Alabama","No",60
"210",10141,5,"No","01","Alabama","No",60
"211",10141,6,"No","01","Alabama","No",60
"212",10142,1,"Yes","Unknown","Reported as Unknown","Reported as Unknown",70
"213",10143,1,"Yes","Unknown","Reported as Unknown","Reported as Unknown",45
"214",10144,1,"No","01","Alabama","No",55
"215",10145,1,"No","01","Alabama","No",0
"216",10145,2,"No","04","Alabama","No",45
"217",10146,1,"No","01","Alabama","No",35
"218",10147,1,"No","01","Alabama","No",50
"219",10147,2,"No","01","Alabama","No",50
"220",10148,1,"No","01","Alabama","Yes, Too Fast for Conditions",50
"221",10149,1,"No","03","Alabama","Yes, Too Fast for Conditions",45
"222",10150,1,"No","02","Alabama","Reported as Unknown",55
"223",10151,1,"No","01","Alabama","No",45
"224",10151,2,"No","01","Alabama","No",45
"225",10152,1,"No","01","Alabama","Yes, Too Fast for Conditions",35
"226",10153,1,"No","01","Alabama","No",45
"227",10154,1,"No","01","Alabama","No",50
"228",10154,2,"No","01","Alabama","No",50
"229",10155,1,"No","03","Alabama","No",35
"230",10156,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"231",10157,1,"No","01","Alabama","No",55
"232",10158,1,"No","02","Alabama","No",45
"233",10158,2,"No","01","Alabama","No",45
"234",10159,1,"No","01","Alabama","No",55
"235",10159,2,"No","04","Alabama","No",55
"236",10160,1,"No","01","Alabama","No",35
"237",10161,1,"No","01","Alabama","Reported as Unknown",30
"238",10161,2,"No","02","Alabama","No",30
"239",10162,1,"No","01","Alabama","No",55
"240",10163,1,"No","01","Alabama","No",25
"241",10163,2,"No","01","Alabama","No",0
"242",10164,1,"No","01","Alabama","No",55
"243",10164,2,"No","01","Alabama","No",55
"244",10165,1,"No","01","Alabama","No",40
"245",10166,1,"No","01","Alabama","Yes, Too Fast for Conditions",45
"246",10167,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"247",10168,1,"Yes","02","Alabama","No",65
"248",10169,1,"No","01","Alabama","No",55
"249",10169,2,"No","01","Alabama","No",55
"250",10170,1,"No","01","Alabama","No",45
"251",10171,1,"No","02","Georgia","Yes, Exceeded Speed Limit",65
"252",10172,1,"No","01","Alabama","Yes, Exceeded Speed Limit",60
"253",10173,1,"No","05","Washington","No",45
"254",10173,2,"No","01","Alabama","No",45
"255",10174,1,"No","01","Alabama","No",55
"256",10175,1,"No","01","Alabama","Reported as Unknown",45
"257",10176,1,"No","01","Alabama","No",60
"258",10177,1,"No","01","Alabama","Yes, Exceeded Speed Limit",40
"259",10178,1,"No","01","Alabama","No",55
"260",10178,2,"No","01","Alabama","No",55
"261",10179,1,"No","02","Tennessee","No",25
"262",10179,2,"No","02","Alabama","No",55
"263",10180,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"264",10181,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"265",10182,1,"No","03","Alabama","No",40
"266",10182,2,"No","03","Alabama","No",40
"267",10183,1,"Yes","01","Alabama","No",45
"268",10184,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"269",10185,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"270",10185,2,"No","01","Alabama","No",65
"271",10186,1,"No","01","Alabama","No",40
"272",10186,2,"No","01","Alabama","No",40
"273",10187,1,"No","01","Alabama","No",40
"274",10187,2,"No","01","Alabama","No",40
"275",10188,1,"No","01","Alabama","Reported as Unknown",55
"276",10189,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"277",10190,1,"No","01","Alabama","No",35
"278",10190,2,"No","01","Alabama","No",65
"279",10191,1,"No","01","Alabama","No",25
"280",10192,1,"No","01","Alabama","No",55
"281",10192,2,"No","02","Alabama","Yes, Exceeded Speed Limit",55
"282",10193,1,"No","01","Alabama","Yes, Exceeded Speed Limit",35
"283",10194,1,"No","01","Alabama","No",65
"284",10194,2,"No","02","Alabama","Reported as Unknown",65
"285",10195,1,"No","01","Alabama","No",35
"286",10195,2,"No","01","Alabama","No",35
"287",10196,1,"No","01","Alabama","No",30
"288",10197,1,"No","02","Alabama","No",30
"289",10198,1,"No","01","Alabama","No",0
"290",10198,2,"No","02","Alabama","No",55
"291",10199,1,"No","01","Alabama","No",35
"292",10200,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"293",10201,1,"No","01","Alabama","No",70
"294",10202,1,"No","05","Alabama","No",70
"295",10203,1,"No","02","Alabama","No",70
"296",10203,2,"No","01","Alabama","No",70
"297",10204,1,"No","01","Alabama","Yes, Exceeded Speed Limit",70
"298",10205,1,"No","01","Alabama","No",55
"299",10205,2,"No","03","Alabama","No",55
"300",10205,3,"No","01","Florida","No",55
"301",10206,1,"No","02","Alabama","Yes, Too Fast for Conditions",55
"302",10207,1,"No","01","Alabama","No",70
"303",10208,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"304",10209,1,"No","04","Alabama","No",70
"305",10209,2,"No","01","Alabama","No",70
"306",10210,1,"No","01","Alabama","No",40
"307",10210,2,"No","02","Alabama","No",40
"308",10211,1,"No","02","Alabama","Yes, Exceeded Speed Limit",35
"309",10211,2,"No","01","Alabama","No",35
"310",10212,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"311",10213,1,"No","01","Alabama","No",30
"312",10213,2,"No","01","Alabama","No",30
"313",10214,1,"No","04","Alabama","No",55
"314",10215,1,"No","02","Alabama","No",45
"315",10216,1,"No","03","Alabama","No",45
"316",10217,1,"No","01","Alabama","No",45
"317",10217,2,"No","02","Alabama","No",50
"318",10218,1,"No","02","Alabama","Yes, Exceeded Speed Limit",45
"319",10219,1,"No","02","Alabama","No",45
"320",10220,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"321",10221,1,"No","03","Alabama","Yes, Exceeded Speed Limit",55
"322",10222,1,"No","02","Alabama","No",55
"323",10222,2,"No","01","Alabama","No",55
"324",10223,1,"No","01","Georgia","No",55
"325",10223,2,"No","01","Alabama","No",55
"326",10224,1,"No","01","Texas","No",55
"327",10224,2,"No","01","Alabama","No",55
"328",10225,1,"Yes","Unknown","Reported as Unknown","Reported as Unknown",25
"329",10226,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"330",10227,1,"No","01","Alabama","Yes, Exceeded Speed Limit",50
"331",10227,2,"No","02","Alabama","No",50
"332",10228,1,"No","01","Alabama","No",35
"333",10229,1,"No","02","Alabama","No",55
"334",10229,2,"No","02","Georgia","No",55
"335",10230,1,"Yes","01","Alabama","Reported as Unknown",60
"336",10230,2,"No","02","Alabama","No",60
"337",10231,1,"No","01","Alabama","No",55
"338",10232,1,"No","01","Connecticut","No",55
"339",10232,2,"No","01","Missouri","No",55
"340",10232,3,"No","01","Alabama","No",55
"341",10233,1,"No","01","Alabama","Yes, Exceeded Speed Limit",40
"342",10234,1,"No","03","Alabama","No",65
"343",10235,1,"No","01","Alabama","No",55
"344",10236,1,"No","01","Alabama","No",45
"345",10237,1,"No","02","Alabama","No",55
"346",10238,1,"No","01","Alabama","No",55
"347",10239,1,"No","01","Alabama","No",35
"348",10239,2,"No","01","Texas","No",65
"349",10240,1,"No","01","Alabama","No",55
"350",10240,2,"No","01","Alabama","No",55
"351",10241,1,"No","01","Alabama","No",55
"352",10242,1,"No","02","Mississippi","No",0
"353",10242,2,"No","01","Alabama","No",65
"354",10243,1,"No","01","Alabama","No",50
"355",10244,1,"No","02","Alabama","No",55
"356",10245,1,"No","01","Alabama","Yes, Exceeded Speed Limit",65
"357",10246,1,"No","03","Alabama","No",55
"358",10246,2,"No","01","Alabama","No",55
"359",10247,1,"No","01","Alabama","No",55
"360",10247,2,"No","01","Alabama","No",55
"361",10248,1,"No","02","Alabama","No",98
"362",10248,2,"No","05","Alabama","No",65
"363",10249,1,"No","03","Alabama","No",45
"364",10250,1,"No","02","Alabama","No",55
"365",10250,2,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"366",10251,1,"No","01","Alabama","No",45
"367",10251,2,"No","02","Alabama","No",45
"368",10252,1,"No","01","Alabama","Yes, Exceeded Speed Limit",35
"369",10252,2,"No","01","Alabama","Yes, Exceeded Speed Limit",35
"370",10252,3,"No","02","Alabama","No",35
"371",10253,1,"No","01","Alabama","No",65
"372",10253,2,"No","01","Alabama","No",65
"373",10254,1,"No","01","Alabama","No",45
"374",10255,1,"No","01","Alabama","No",40
"375",10256,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"376",10256,2,"No","01","Florida","No",55
"377",10256,3,"No","02","Alabama","No",55
"378",10257,1,"Yes","Unknown","Reported as Unknown","Reported as Unknown",50
"379",10258,1,"No","01","Alabama","No",35
"380",10258,2,"No","03","Alabama","No",35
"381",10259,1,"No","01","Alabama","No",45
"382",10260,1,"No","01","Alabama","Yes, Exceeded Speed Limit",65
"383",10260,2,"No","02","Alabama","No",0
"384",10261,1,"No","02","Alabama","Yes, Exceeded Speed Limit",35
"385",10262,1,"No","02","Alabama","No",40
"386",10263,1,"No","01","Alabama","No",45
"387",10263,2,"No","01","Alabama","No",45
"388",10264,1,"No","01","Alabama","No",55
"389",10264,2,"No","01","Arkansas","No",55
"390",10264,3,"No","01","Georgia","No",55
"391",10265,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"392",10266,1,"No","01","Georgia","No",45
"393",10267,1,"No","02","North Carolina","No",50
"394",10267,2,"No","01","Alabama","No",50
"395",10268,1,"No","01","Alabama","Yes, Exceeded Speed Limit",70
"396",10268,2,"No","02","Mississippi","No",70
"397",10269,1,"No","02","Alabama","No",70
"398",10270,1,"No","01","Alabama","No",55
"399",10271,1,"Yes","Unknown","Reported as Unknown","Reported as Unknown",35
"400",10271,2,"No","02","Alabama","No",35
"401",10272,1,"No","02","Alabama","No",40
"402",10273,1,"No","01","Alabama","No",45
"403",10273,2,"No","01","Mississippi","No",45
"404",10274,1,"No","01","Alabama","Yes, Exceeded Speed Limit",35
"405",10275,1,"No","01","Alabama","No",45
"406",10275,2,"No","02","Alabama","No",55
"407",10276,1,"No","02","Alabama","No",45
"408",10276,2,"No","01","Alabama","No",45
"409",10277,1,"No","01","Alabama","No",0
"410",10277,2,"No","01","Alabama","Yes, Exceeded Speed Limit",40
"411",10278,1,"No","03","Alabama","No",50
"412",10279,1,"No","01","Alabama","Reported as Unknown",35
"413",10279,2,"No","02","Alabama","No",35
"414",10280,1,"No","01","Alabama","Reported as Unknown",40
"415",10281,1,"No","01","Texas","No",45
"416",10282,1,"No","01","Alabama","Yes, Too Fast for Conditions",70
"417",10283,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"418",10284,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"419",10284,2,"No","01","Alabama","No",55
"420",10285,1,"No","01","Alabama","No",45
"421",10285,2,"No","01","Alabama","No",45
"422",10286,1,"No","01","Alabama","No",55
"423",10286,2,"No","01","Alabama","No",55
"424",10287,1,"No","01","Alabama","Yes, Too Fast for Conditions",65
"425",10288,1,"No","01","Alabama","No",35
"426",10289,1,"No","01","Alabama","Yes, Exceeded Speed Limit",35
"427",10290,1,"No","01","Florida","No",55
"428",10291,1,"No","01","Alabama","No",35
"429",10291,2,"No","04","Alabama","Yes, Exceeded Speed Limit",45
"430",10292,1,"No","01","Alabama","No",35
"431",10292,2,"No","01","Alabama","No",35
"432",10293,1,"No","01","Alabama","Yes, Too Fast for Conditions",40
"433",10293,2,"No","01","Alabama","No",40
"434",10293,3,"No","02","Alabama","No",40
"435",10294,1,"No","01","Alabama","Yes, Exceeded Speed Limit",40
"436",10295,1,"No","01","Alabama","No",45
"437",10295,2,"No","01","Alabama","No",45
"438",10296,1,"No","01","Alabama","No",55
"439",10296,2,"No","05","Alabama","No",55
"440",10297,1,"No","03","Georgia","No",40
"441",10297,2,"No","02","Texas","No",55
"442",10298,1,"No","01","Alabama","No",55
"443",10299,1,"No","02","Alabama","No",55
"444",10299,2,"No","01","Alabama","No",55
"445",10300,1,"No","04","Alabama","No",70
"446",10300,2,"No","01","Texas","No",70
"447",10301,1,"No","01","Alabama","No",70
"448",10302,1,"No","01","Alabama","No",70
"449",10303,1,"No","01","Alabama","No",70
"450",10304,1,"No","01","Pennsylvania","No",70
"451",10305,1,"No","02","Alabama","No",70
"452",10306,1,"No","01","Alabama","Yes, Too Fast for Conditions",55
"453",10307,1,"No","01","Alabama","No",0
"454",10307,2,"No","02","Alabama","No",45
"455",10308,1,"No","05","Alabama","Yes, Exceeded Speed Limit",45
"456",10309,1,"No","02","Alabama","No",50
"457",10309,2,"No","01","Mississippi","No",65
"458",10312,1,"No","01","Mississippi","Yes, Exceeded Speed Limit",70
"459",10313,1,"No","01","Alabama","No",25
"460",10314,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"461",10315,1,"No","01","Alabama","No",45
"462",10316,1,"No","01","Alabama","No",40
"463",10317,1,"No","01","Alabama","No",50
"464",10318,1,"No","01","Alabama","No",55
"465",10318,2,"No","02","Alabama","No",55
"466",10319,1,"No","02","Alabama","Yes, Too Fast for Conditions",45
"467",10320,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"468",10321,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"469",10322,1,"No","02","Alabama","Yes, Too Fast for Conditions",35
"470",10323,1,"No","01","Alabama","No",25
"471",10324,1,"No","01","Alabama","No",45
"472",10325,1,"No","02","Alabama","No",25
"473",10326,1,"No","01","Alabama","No",55
"474",10326,2,"No","02","Alabama","No",55
"475",10327,1,"No","01","Alabama","Yes, Exceeded Speed Limit",40
"476",10328,1,"Yes","Unknown","Reported as Unknown","Reported as Unknown",45
"477",10329,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"478",10329,2,"No","01","Alabama","No",55
"479",10330,1,"No","01","Alabama","No",55
"480",10330,2,"No","01","Alabama","No",55
"481",10330,3,"No","02","Alabama","No",55
"482",10331,1,"No","01","Alabama","No",45
"483",10332,1,"No","02","Alabama","No",65
"484",10333,1,"No","01","Alabama","No",45
"485",10333,2,"No","03","Alabama","No",45
"486",10333,3,"No","01","Alabama","No",45
"487",10333,4,"No","01","Alabama","No",45
"488",10333,5,"No","01","Alabama","No",45
"489",10334,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"490",10335,1,"No","01","Alabama","No",65
"491",10335,2,"No","02","Alabama","No",65
"492",10336,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"493",10337,1,"No","01","Alabama","No",45
"494",10337,2,"No","02","Alabama","No",45
"495",10338,1,"No","01","Alabama","Yes, Exceeded Speed Limit",40
"496",10338,2,"No","01","Alabama","No",99
"497",10339,1,"No","01","Alabama","Yes, Exceeded Speed Limit",25
"498",10339,2,"No","01","Alabama","No",25
"499",10340,1,"No","01","Alabama","No",55
"500",10341,1,"No","01","Alabama","No",45
"501",10341,2,"No","01","Alabama","No",45
"502",10342,1,"No","02","Florida","No",45
"503",10342,2,"No","02","Georgia","No",65
"504",10343,1,"No","03","Alabama","No",55
"505",10344,1,"No","01","Alabama","No",55
"506",10344,2,"No","01","Alabama","No",55
"507",10345,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"508",10345,2,"No","01","Alabama","No",55
"509",10346,1,"No","02","Alabama","Yes, Exceeded Speed Limit",45
"510",10347,1,"No","01","Alabama","No",45
"511",10347,2,"No","01","Alabama","No",65
"512",10348,1,"No","03","Alabama","No",45
"513",10348,2,"No","01","Alabama","No",45
"514",10349,1,"No","01","Alabama","No",50
"515",10350,1,"No","01","Alabama","No",70
"516",10350,2,"No","01","Alabama","No",70
"517",10351,1,"No","02","Alabama","No",45
"518",10352,1,"No","01","Alabama","No",0
"519",10352,2,"No","01","Alabama","No",65
"520",10353,1,"No","05","Alabama","Yes, Too Fast for Conditions",55
"521",10354,1,"No","01","Alabama","No",50
"522",10354,2,"No","01","Alabama","No",45
"523",10355,1,"No","01","Alabama","No",55
"524",10356,1,"No","01","Georgia","Yes, Exceeded Speed Limit",40
"525",10357,1,"No","01","Alabama","No",30
"526",10357,2,"No","04","Alabama","No",30
"527",10358,1,"No","01","Alabama","No",45
"528",10359,1,"No","01","Alabama","Yes, Exceeded Speed Limit",50
"529",10360,1,"No","01","Alabama","Yes, Exceeded Speed Limit",40
"530",10361,1,"No","02","Alabama","No",40
"531",10361,2,"No","02","Alabama","No",40
"532",10362,1,"No","01","Alabama","Yes, Exceeded Speed Limit",50
"533",10363,1,"No","02","Alabama","No",55
"534",10363,2,"No","03","Alabama","No",65
"535",10364,1,"No","47","Texas","No",70
"536",10365,1,"No","02","Tennessee","No",70
"537",10365,2,"No","01","Florida","No",70
"538",10366,1,"No","03","Alabama","No",70
"539",10366,2,"No","01","Alabama","No",70
"540",10367,1,"No","01","Alabama","No",55
"541",10368,1,"No","01","Alabama","No",45
"542",10369,1,"No","01","Alabama","No",55
"543",10369,2,"No","01","Alabama","No",55
"544",10370,1,"No","01","Alabama","No",45
"545",10371,1,"No","01","Alabama","No",55
"546",10372,1,"No","01","Alabama","No",20
"547",10373,1,"No","01","Alabama","No",45
"548",10374,1,"No","01","Alabama","Yes, Too Fast for Conditions",45
"549",10374,2,"No","02","Alabama","No",45
"550",10375,1,"No","01","Alabama","No",55
