"","ST_CASE","VEH_NO","HIT_RUNNAME","NUMOCCSNAME","L_STATENAME","SPEEDRELNAME","VSPD_LIM"
"226",10150,1,"No","01","Alabama","Yes, Too Fast for Conditions",45
"227",10151,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"228",10152,1,"No","01","Alabama","No",40
"229",10152,2,"No","01","Alabama","No",35
"230",10152,3,"No","02","Alabama","No",35
"231",10153,1,"No","01","Alabama","No",35
"232",10153,2,"No","01","Alabama","No",35
"233",10154,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"234",10156,1,"No","02","Alabama","Reported as Unknown",55
"235",10157,1,"No","01","Mississippi","No",55
"236",10158,1,"No","01","Alabama","No",40
"237",10159,1,"No","05","No Driver Present/Unknown if Driver Present","No Driver Present/Unknown if Driver Present",98
"238",10159,2,"No","01","Alabama","No",98
"239",10160,1,"No","01","Alabama","Reported as Unknown",45
"240",10161,1,"No","01","Alabama","No",45
"241",10162,1,"No","04","Alabama","Reported as Unknown",55
"242",10163,1,"No","01","North Carolina","No",55
"243",10163,2,"No","01","Alabama","No",55
"244",10164,1,"No","01","Alabama","Yes, Exceeded Speed Limit",25
"245",10165,1,"No","01","Alabama","No",55
"246",10166,1,"No","03","Alabama","No",55
"247",10166,2,"No","02","Alabama","No",55
"248",10168,1,"No","01","Alabama","No",55
"249",10168,2,"No","03","Alabama","No",55
"250",10169,1,"No","01","Alabama","No",45
"251",10170,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"252",10171,1,"No","01","Alabama","No",45
"253",10171,2,"No","02","Alabama","No",20
"254",10172,1,"No","01","Alabama","No",55
"255",10173,1,"No","03","Alabama","No",35
"256",10174,1,"No","04","Alabama","No",35
"257",10174,2,"No","02","Alabama","No",45
"258",10174,3,"No","01","Alabama","No",45
"259",10175,1,"No","02","Alabama","Yes, Too Fast for Conditions",45
"260",10176,1,"No","01","Alabama","No",55
"261",10177,1,"No","01","Alabama","No",65
"262",10178,1,"No","01","Alabama","No",35
"263",10179,1,"No","01","Alabama","No",45
"264",10180,1,"No","01","Alabama","No",50
"265",10181,1,"No","01","Alabama","Reported as Unknown",98
"266",10182,1,"No","02","Alabama","No",45
"267",10182,2,"No","01","Alabama","No",45
"268",10183,1,"No","01","Alabama","Reported as Unknown",35
"269",10184,1,"No","02","Alabama","Reported as Unknown",35
"270",10185,1,"No","01","Alabama","No",45
"271",10186,1,"No","01","Alabama","Yes, Exceeded Speed Limit",35
"272",10187,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"273",10188,1,"No","02","Mississippi","No",60
"274",10188,2,"No","02","Alabama","No",60
"275",10188,3,"No","02","Alabama","No",60
"276",10189,1,"No","01","Alabama","Yes, Exceeded Speed Limit",70
"277",10189,2,"No","01","Alabama","No",70
"278",10189,3,"No","01","Alabama","No",70
"279",10190,1,"No","01","Alabama","No",70
"280",10190,2,"No","01","Alabama","No",70
"281",10191,1,"No","01","Washington","No",70
"282",10191,2,"No","01","Mississippi","No",70
"283",10192,1,"Yes","01","Louisiana","No",70
"284",10193,1,"No","01","Alabama","No",70
"285",10195,1,"No","02","Georgia","No",70
"286",10195,2,"No","None","No Driver Present/Unknown if Driver Present","No Driver Present/Unknown if Driver Present",70
"287",10196,1,"No","01","Alabama","No",70
"288",10197,1,"No","01","Mississippi","No",0
"289",10197,2,"No","01","Georgia","No",50
"290",10198,1,"No","01","No Driver Present/Unknown if Driver Present","No Driver Present/Unknown if Driver Present",50
"291",10198,2,"No","01","Alabama","No",50
"292",10199,1,"No","01","Alabama","No",50
"293",10200,1,"No","01","Alabama","No",55
"294",10201,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"295",10202,1,"No","02","Alabama","Yes, Exceeded Speed Limit",55
"296",10203,1,"No","01","Alabama","No",45
"297",10204,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"298",10204,2,"No","01","Alabama","No",45
"299",10205,1,"No","01","Alabama","No",45
"300",10205,2,"No","01","Alabama","No",45
"301",10206,1,"No","02","Alabama","No",45
"302",10206,2,"No","01","Alabama","No",45
"303",10207,1,"No","01","Alabama","No",55
"304",10207,2,"No","01","Florida","No",55
"305",10208,1,"No","01","Alabama","No",45
"306",10209,1,"No","01","Alabama","No",35
"307",10210,1,"No","05","Alabama","No",55
"308",10211,1,"No","01","Alabama","No",55
"309",10211,2,"No","01","Alabama","No",55
"310",10212,1,"No","02","Alabama","Yes, Exceeded Speed Limit",45
"311",10213,1,"No","01","Alabama","No",45
"312",10213,2,"No","01","Alabama","No",45
"313",10214,1,"No","02","Alabama","No",55
"314",10215,1,"No","01","Alabama","No",45
"315",10215,2,"No","01","Alabama","No",60
"316",10216,1,"No","01","Alabama","Yes, Exceeded Speed Limit",35
"317",10217,1,"No","01","Alabama","No",25
"318",10218,1,"No","01","Alabama","No",45
"319",10218,2,"No","01","Alabama","No",65
"320",10219,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"321",10219,2,"No","01","Alabama","No",45
"322",10219,3,"No","01","Alabama","No",45
"323",10220,1,"No","01","Alabama","No",45
"324",10220,2,"No","01","Tennessee","No",45
"325",10221,1,"No","01","Alabama","No",45
"326",10221,2,"No","01","Alabama","No",45
"327",10222,1,"No","02","Alabama","Yes, Exceeded Speed Limit",40
"328",10223,1,"No","01","Alabama","No",40
"329",10223,2,"No","03","Alabama","No",40
"330",10224,1,"No","01","Alabama","No",40
"331",10225,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"332",10226,1,"No","01","Alabama","No",65
"333",10227,1,"No","01","Alabama","No",55
"334",10228,1,"No","01","Alabama","Reported as Unknown",45
"335",10228,2,"No","03","Alabama","No",45
"336",10229,1,"No","01","Alabama","Yes, Exceeded Speed Limit",35
"337",10229,2,"No","01","Alabama","No",35
"338",10230,1,"No","01","Alabama","Reported as Unknown",40
"339",10231,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"340",10232,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"341",10233,1,"No","02","Alabama","No",40
"342",10233,2,"No","01","Alabama","No",65
"343",10234,1,"No","02","Alabama","No",55
"344",10234,2,"No","01","Alabama","No",55
"345",10235,1,"No","01","Alabama","No",50
"346",10236,1,"No","02","Alabama","No",65
"347",10237,1,"No","02","Alabama","No",55
"348",10237,2,"No","02","Louisiana","No",55
"349",10238,1,"No","01","Alabama","No",35
"350",10239,1,"No","02","Alabama","Yes, Exceeded Speed Limit",55
"351",10240,1,"No","01","Alabama","No",55
"352",10240,2,"No","01","Alabama","No",55
"353",10240,3,"No","01","Alabama","No",55
"354",10241,1,"No","01","Alabama","No",45
"355",10242,1,"No","01","Alabama","No",45
"356",10243,1,"No","01","Alabama","Yes, Exceeded Speed Limit",40
"357",10244,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"358",10245,1,"No","01","Alabama","No",45
"359",10245,2,"No","01","Alabama","No",45
"360",10245,3,"No","01","Alabama","No",45
"361",10246,1,"No","01","Alabama","No",45
"362",10247,1,"No","01","Alabama","Reported as Unknown",30
"363",10248,1,"No","01","Alabama","No",45
"364",10249,1,"No","01","Alabama","No",35
"365",10250,1,"No","01","Alabama","No",50
"366",10251,1,"No","02","Alabama","No",35
"367",10252,1,"No","01","Alabama","Reported as Unknown",45
"368",10252,2,"No","01","Alabama","No",45
"369",10253,1,"No","02","Alabama","No",45
"370",10254,1,"No","01","Alabama","No",55
"371",10254,2,"No","01","Alabama","No",55
"372",10254,3,"No","01","Georgia","No",55
"373",10255,1,"No","01","Alabama","No",45
"374",10256,1,"No","02","Alabama","No",45
"375",10257,1,"No","01","Alabama","No",70
"376",10257,2,"No","01","Mississippi","No",70
"377",10258,1,"No","03","Texas","No",70
"378",10258,2,"No","02","Georgia","No",70
"379",10259,1,"No","01","Alabama","No",70
"380",10259,2,"No","01","Alabama","No",70
"381",10259,3,"No","01","Other Foreign Country","No",70
"382",10259,4,"No","01","Alabama","No",70
"383",10260,1,"No","01","Alabama","Yes, Exceeded Speed Limit",65
"384",10260,2,"No","01","Florida","No",65
"385",10261,1,"No","01","Alabama","No",35
"386",10262,1,"No","01","Alabama","Yes, Too Fast for Conditions",55
"387",10262,2,"No","01","Alabama","No",55
"388",10263,1,"No","02","Alabama","No",45
"389",10263,2,"No","01","Colorado","No",45
"390",10264,1,"No","01","Alabama","No",40
"391",10265,1,"No","01","Alabama","No",45
"392",10266,1,"No","01","Alabama","No",30
"393",10266,2,"No","01","Alabama","No",30
"394",10267,1,"No","02","Alabama","Reported as Unknown",40
"395",10267,2,"No","01","Rhode Island","No",40
"396",10268,1,"No","01","Alabama","Reported as Unknown",35
"397",10268,2,"No","03","Alabama","No",55
"398",10269,1,"No","04","Alabama","No",50
"399",10269,2,"No","01","Alabama","No",50
"400",10269,3,"No","01","Alabama","No",50
"401",10270,1,"No","01","Alabama","No",70
"402",10270,2,"No","01","Alabama","No",45
"403",10271,1,"No","01","Georgia","No",70
"404",10271,2,"No","01","Alabama","No",70
"405",10272,1,"No","01","Alabama","Reported as Unknown",60
"406",10273,1,"No","03","Mississippi","No",70
"407",10274,1,"No","01","Alabama","No",70
"408",10274,2,"No","01","Florida","No",70
"409",10274,3,"No","01","South Carolina","No",70
"410",10275,1,"No","02","Mississippi","No",70
"411",10276,1,"No","01","Alabama","No",70
"412",10277,1,"No","02","Georgia","No",70
"413",10278,1,"No","None","No Driver Present/Unknown if Driver Present","No Driver Present/Unknown if Driver Present",70
"414",10278,2,"No","01","Alabama","No",70
"415",10279,1,"No","02","Indiana","No",70
"416",10279,2,"No","02","Louisiana","No",70
"417",10280,1,"No","03","Alabama","No",65
"418",10280,2,"No","01","Alabama","No",65
"419",10281,1,"No","01","Alabama","No",55
"420",10281,2,"No","01","South Carolina","No",55
"421",10282,1,"No","02","Texas","Yes, Too Fast for Conditions",70
"422",10282,2,"No","02","Alabama","No",70
"423",10283,1,"Yes","01","Alabama","No",35
"424",10283,2,"No","01","Alabama","No",35
"425",10284,1,"No","01","Alabama","No",40
"426",10284,2,"No","01","Alabama","No",40
"427",10285,1,"No","02","Alabama","Reported as Unknown",30
"428",10286,1,"No","01","Alabama","No",45
"429",10286,2,"No","04","Alabama","No",45
"430",10287,1,"No","03","Alabama","No",65
"431",10287,2,"No","02","Alabama","No",65
"432",10288,1,"No","01","Alabama","Yes, Too Fast for Conditions",25
"433",10289,1,"No","01","Alabama","No",55
"434",10290,1,"No","01","Georgia","Yes, Exceeded Speed Limit",45
"435",10291,1,"No","01","Alabama","Yes, Exceeded Speed Limit",35
"436",10292,1,"No","01","Alabama","No",45
"437",10293,1,"No","02","Alabama","Yes, Exceeded Speed Limit",40
"438",10294,1,"No","01","Alabama","No",45
"439",10295,1,"No","01","Alabama","No",30
"440",10296,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"441",10297,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"442",10297,2,"No","02","Alabama","No",25
"443",10297,3,"No","01","Alabama","No",25
"444",10298,1,"No","01","Alabama","Reported as Unknown",25
"445",10298,2,"No","01","Alabama","Reported as Unknown",25
"446",10299,1,"No","01","Alabama","No",55
"447",10299,2,"No","01","Alabama","No",55
"448",10300,1,"No","01","Alabama","No",55
"449",10300,2,"No","02","Alabama","No",55
"450",10301,1,"No","01","Alabama","No",45
"451",10301,2,"No","02","Alabama","No",45
"452",10302,1,"No","01","Alabama","No",45
"453",10302,2,"No","None","No Driver Present/Unknown if Driver Present","No Driver Present/Unknown if Driver Present",45
"454",10302,3,"No","None","No Driver Present/Unknown if Driver Present","No Driver Present/Unknown if Driver Present",45
"455",10303,1,"No","01","Alabama","Reported as Unknown",45
"456",10304,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"457",10305,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"458",10306,1,"No","01","Alabama","No",70
"459",10307,1,"No","01","Alabama","No",55
"460",10307,2,"No","01","Alabama","No",55
"461",10308,1,"No","01","Alabama","Yes, Exceeded Speed Limit",40
"462",10309,1,"No","01","Alabama","Yes, Racing",45
"463",10309,2,"No","01","Alabama","Yes, Racing",45
"464",10309,3,"No","01","Alabama","No",45
"465",10310,1,"No","02","Alabama","No",55
"466",10311,1,"No","02","Alabama","Yes, Exceeded Speed Limit",35
"467",10312,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"468",10313,1,"No","02","Alabama","No",45
"469",10313,2,"No","01","Alabama","No",45
"470",10314,1,"No","01","Alabama","No",50
"471",10314,2,"No","02","Alabama","No",50
"472",10315,1,"No","01","Alabama","No",0
"473",10315,2,"No","02","Alabama","No",45
"474",10316,1,"No","01","Alabama","No",55
"475",10317,1,"No","03","Alabama","No",40
"476",10318,1,"No","01","Alabama","No",30
"477",10319,1,"No","01","Alabama","No",55
"478",10319,2,"No","01","Alabama","No",55
"479",10320,1,"No","02","Alabama","No",45
"480",10320,2,"No","01","Alabama","No",45
"481",10321,1,"No","03","Alabama","No",45
"482",10322,1,"No","01","Alabama","No",55
"483",10322,2,"No","01","Alabama","No",55
"484",10323,1,"No","01","Alabama","No",55
"485",10323,2,"No","01","Alabama","No",55
"486",10324,1,"No","01","Mississippi","No",65
"487",10325,1,"No","06","Alabama","No",45
"488",10325,2,"No","01","Alabama","No",45
"489",10326,1,"No","01","Alabama","No",45
"490",10326,2,"No","02","Alabama","No",45
"491",10326,3,"No","02","Alabama","No",45
"492",10327,1,"No","01","Alabama","Yes, Too Fast for Conditions",55
"493",10328,1,"No","01","Alabama","Yes, Too Fast for Conditions",55
"494",10328,2,"No","01","Alabama","No",55
"495",10329,1,"No","02","Alabama","No",45
"496",10329,2,"No","01","Tennessee","No",65
"497",10330,1,"No","01","Alabama","Yes, Too Fast for Conditions",55
"498",10331,1,"Yes","01","Alabama","Yes, Exceeded Speed Limit",65
"499",10331,2,"No","02","Alabama","No",65
"500",10332,1,"No","01","Alabama","No",45
"501",10332,2,"No","01","Alabama","No",45
"502",10333,1,"No","01","Alabama","Yes, Too Fast for Conditions",40
"503",10334,1,"No","03","Alabama","Yes, Exceeded Speed Limit",45
"504",10335,1,"No","01","Alabama","Reported as Unknown",40
"505",10336,1,"No","01","Alabama","No",35
"506",10337,1,"No","01","Alabama","No",45
"507",10338,1,"No","01","Alabama","No",40
"508",10339,1,"No","01","Alabama","No",65
"509",10340,1,"No","02","Mississippi","No",45
"510",10341,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"511",10341,2,"No","01","Alabama","No",70
"512",10342,1,"No","01","Alabama","No",45
"513",10343,1,"No","02","Alabama","Yes, Exceeded Speed Limit",30
"514",10344,1,"No","02","Alabama","No",45
"515",10344,2,"No","01","Alabama","No",45
"516",10345,1,"No","01","Alabama","No",55
"517",10345,2,"No","01","Alabama","No",55
"518",10346,1,"No","01","Kentucky","No",50
"519",10347,1,"No","01","Alabama","Yes, Exceeded Speed Limit",50
"520",10348,1,"No","01","Alabama","No",25
"521",10348,2,"No","01","Mississippi","No",55
"522",10349,1,"No","01","Mississippi","No",45
"523",10350,1,"No","10","Tennessee","No",55
"524",10351,1,"No","05","Alabama","No",35
"525",10352,1,"No","01","Alabama","No",35
"526",10353,1,"Yes","03","Alabama","No",55
"527",10353,2,"No","01","Alabama","No",55
"528",10353,3,"No","01","Alabama","No",55
"529",10354,1,"No","02","Alabama","Yes, Exceeded Speed Limit",45
"530",10355,1,"No","01","Alabama","No",45
"531",10355,2,"No","02","Alabama","No",65
"532",10356,1,"No","01","Georgia","No",55
"533",10356,2,"No","02","Oklahoma","No",55
"534",10357,1,"Yes","Unknown","Reported as Unknown","Reported as Unknown",55
"535",10358,1,"No","01","Georgia","Yes, Exceeded Speed Limit",65
"536",10359,1,"No","05","Alabama","Yes, Exceeded Speed Limit",45
"537",10359,2,"No","02","Alabama","No",65
"538",10360,1,"No","01","Alabama","No",70
"539",10360,2,"No","04","Arkansas","No",70
"540",10361,1,"No","01","Georgia","No",70
"541",10362,1,"No","01","Alabama","No",65
"542",10363,1,"No","04","Texas","No",70
"543",10364,1,"No","01","Alabama","No",70
"544",10364,2,"No","02","Alabama","No",70
"545",10365,1,"No","01","Alabama","Yes, Too Fast for Conditions",70
"546",10365,2,"No","04","Illinois","No",70
"547",10365,3,"No","02","Alabama","No",70
"548",10366,1,"No","04","Alabama","Yes, Exceeded Speed Limit",45
"549",10367,1,"No","01","Alabama","No",45
"550",10367,2,"No","02","Alabama","No",45
"551",10368,1,"No","03","Alabama","No",25
"552",10369,1,"Yes","Unknown","Reported as Unknown","Reported as Unknown",30
