"","ST_CASE","VEH_NO","HIT_RUNNAME","NUMOCCSNAME","L_STATENAME","SPEEDRELNAME","VSPD_LIM"
"125",10087,1,"No","01","Alabama","Yes, Too Fast for Conditions",55
"126",10088,1,"No","01","Alabama","Yes, Too Fast for Conditions",25
"127",10089,1,"No","05","Alabama","Yes, Exceeded Speed Limit",45
"128",10090,1,"No","01","Alabama","Yes, Exceeded Speed Limit",40
"129",10091,1,"No","01","Alabama","No",45
"130",10092,1,"No","01","Alabama","No",25
"131",10093,1,"No","02","Alabama","No",45
"132",10093,2,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"133",10094,1,"No","01","Alabama","No",70
"134",10094,2,"No","01","Alabama","No",70
"135",10095,1,"No","01","Alabama","Reported as Unknown",35
"136",10096,1,"No","01","Alabama","No",35
"137",10096,2,"Yes","Unknown","Reported as Unknown","Reported as Unknown",35
"138",10097,1,"No","01","Alabama","Reported as Unknown",70
"139",10098,1,"No","01","Alabama","No",55
"140",10098,2,"No","01","Alabama","No",55
"141",10099,1,"No","01","Alabama","Yes, Too Fast for Conditions",70
"142",10100,1,"No","03","Alabama","No",40
"143",10101,1,"No","01","Alabama","No",0
"144",10101,2,"No","03","Alabama","No",45
"145",10102,1,"No","01","Alabama","Yes, Too Fast for Conditions",45
"146",10103,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"147",10104,1,"No","01","Alabama","Yes, Too Fast for Conditions",45
"148",10105,1,"No","02","Alabama","No",55
"149",10105,2,"No","01","Mississippi","No",55
"150",10106,1,"No","01","Georgia","No",65
"151",10107,1,"No","01","Alabama","No",50
"152",10107,2,"No","02","Alabama","No",55
"153",10108,1,"No","02","Alabama","No",55
"154",10110,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"155",10111,1,"No","02","Alabama","Yes, Exceeded Speed Limit",45
"156",10112,1,"No","01","Alabama","No",50
"157",10112,2,"No","02","Alabama","No",50
"158",10112,3,"No","01","Alabama","No",50
"159",10113,1,"No","01","Alabama","No",45
"160",10113,2,"No","01","Alabama","No",55
"161",10114,1,"No","02","Alabama","No",55
"162",10114,2,"No","01","Alabama","No",55
"163",10115,1,"No","01","Alabama","No",55
"164",10115,2,"No","02","Alabama","No",55
"165",10116,1,"Yes","Unknown","Reported as Unknown","Reported as Unknown",70
"166",10117,1,"No","02","Florida","No",55
"167",10118,1,"No","01","South Carolina","No",98
"168",10119,1,"No","01","Alabama","No",50
"169",10119,2,"No","03","Alabama","No",50
"170",10120,1,"No","01","Alabama","Yes, Exceeded Speed Limit",25
"171",10121,1,"No","06","Alabama","No",60
"172",10121,2,"No","02","Alabama","No",60
"173",10122,1,"No","01","Alabama","No",45
"174",10123,1,"No","01","Alabama","No",45
"175",10124,1,"No","01","Alabama","No",55
"176",10125,1,"No","01","Alabama","No",35
"177",10126,1,"No","02","Alabama","No",45
"178",10127,1,"No","01","Alabama","Yes, Too Fast for Conditions",55
"179",10128,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"180",10129,1,"No","03","Georgia","Yes, Exceeded Speed Limit",55
"181",10130,1,"No","01","Alabama","No",35
"182",10131,1,"No","02","Alabama","Yes, Exceeded Speed Limit",45
"183",10132,1,"No","01","Alabama","Reported as Unknown",55
"184",10132,2,"No","01","Alabama","No",55
"185",10133,1,"No","01","Texas","No",70
"186",10133,2,"No","01","Alabama","No",70
"187",10134,1,"No","02","Alabama","No",55
"188",10134,2,"No","01","Alabama","No",55
"189",10134,3,"No","01","Alabama","No",55
"190",10134,4,"No","01","Alabama","No",55
"191",10135,1,"No","01","Alabama","No",55
"192",10135,2,"No","01","Alabama","No",55
"193",10136,1,"No","01","Alabama","No",55
"194",10137,1,"No","01","Alabama","No",45
"195",10138,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"196",10138,2,"No","01","Alabama","No",55
"197",10139,1,"No","02","Alabama","No",60
"198",10140,1,"No","02","Alabama","Yes, Exceeded Speed Limit",45
"199",10141,1,"No","01","Alabama","No",25
"200",10141,2,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"201",10142,1,"No","02","Alabama","No",40
"202",10142,2,"No","01","Alabama","No",40
"203",10142,3,"No","03","Texas","No",40
"204",10143,1,"No","01","Alabama","No",25
"205",10143,2,"No","01","Alabama","No",55
"206",10144,1,"No","01","Alabama","Yes, Exceeded Speed Limit",70
"207",10145,1,"No","03","Alabama","Yes, Exceeded Speed Limit",45
"208",10146,1,"No","02","Alabama","No",55
"209",10146,2,"No","02","Alabama","No",55
"210",10147,1,"No","01","Alabama","No",60
"211",10148,1,"No","01","Alabama","Yes, Exceeded Speed Limit",65
"212",10149,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"213",10150,1,"No","01","Alabama","No",30
"214",10150,2,"No","03","Alabama","No",55
"215",10151,1,"No","01","Alabama","No",35
"216",10151,2,"No","04","Alabama","No",55
"217",10152,1,"No","02","Alabama","No",0
"218",10152,2,"No","01","Alabama","No",55
"219",10153,1,"No","01","Alabama","No",55
"220",10154,1,"No","01","Alabama","No",0
"221",10154,2,"No","01","Alabama","No",45
"222",10155,1,"No","01","Alabama","No",30
"223",10156,1,"Yes","Unknown","Georgia","Yes, Racing",45
"224",10156,2,"No","01","Alabama","No",45
"225",10156,3,"No","01","Alabama","Reported as Unknown",45
"226",10156,4,"No","01","Alabama","No",45
"227",10157,1,"No","01","Tennessee","No",45
"228",10158,1,"No","02","Alabama","No",65
"229",10158,2,"No","01","Alabama","No",65
"230",10159,1,"No","03","Florida","No",45
"231",10159,2,"No","01","Alabama","No",55
"232",10161,1,"No","02","Alabama","Yes, Too Fast for Conditions",30
"233",10162,1,"No","01","Alabama","No",55
"234",10163,1,"No","01","Alabama","No",45
"235",10164,1,"No","03","Mississippi","No",40
"236",10164,2,"No","03","Alabama","No",40
"237",10165,1,"No","02","Georgia","No",35
"238",10166,1,"No","01","Illinois","Yes, Too Fast for Conditions",55
"239",10166,2,"No","01","Alabama","No",55
"240",10167,1,"No","02","Alabama","Yes, Too Fast for Conditions",55
"241",10167,2,"No","01","Alabama","No",55
"242",10168,1,"No","01","Florida","Yes, Exceeded Speed Limit",50
"243",10169,1,"No","02","Alabama","No",45
"244",10170,1,"No","01","Alabama","No",45
"245",10171,1,"No","01","Alabama","Yes, Exceeded Speed Limit",35
"246",10172,1,"No","01","Alabama","No",65
"247",10173,1,"No","02","Alabama","Yes, Exceeded Speed Limit",70
"248",10174,1,"No","01","Alabama","No",50
"249",10174,2,"No","01","Alabama","No",50
"250",10175,1,"No","03","Alabama","No",55
"251",10176,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"252",10177,1,"No","01","Alabama","Yes, Exceeded Speed Limit",70
"253",10178,1,"No","01","Alabama","No",30
"254",10178,2,"No","01","Alabama","No",30
"255",10179,1,"No","01","Alabama","Yes, Exceeded Speed Limit",35
"256",10180,1,"No","01","Alabama","No",45
"257",10181,1,"No","02","Alabama","Yes, Exceeded Speed Limit",30
"258",10182,1,"No","01","Florida","No",70
"259",10182,2,"No","01","Alabama","No",70
"260",10183,1,"No","01","Alabama","No",70
"261",10183,2,"No","02","Mississippi","No",70
"262",10184,1,"No","02","Alabama","No",65
"263",10184,2,"No","01","Alabama","No",65
"264",10185,1,"No","02","Alabama","No",50
"265",10185,2,"No","01","Alabama","No",50
"266",10186,1,"No","01","Wisconsin","No",70
"267",10187,1,"No","01","Illinois","Yes, Exceeded Speed Limit",70
"268",10188,1,"No","01","Arizona","Yes, Exceeded Speed Limit",55
"269",10188,2,"No","01","Alabama","No",55
"270",10188,3,"No","01","Texas","No",55
"271",10189,1,"Yes","01","Alabama","No",45
"272",10189,2,"No","01","Alabama","No",45
"273",10190,1,"Yes","Unknown","Reported as Unknown","Reported as Unknown",25
"274",10191,1,"No","01","Alabama","No",45
"275",10192,1,"No","01","Alabama","Yes, Exceeded Speed Limit",65
"276",10193,1,"No","01","Alabama","Yes, Exceeded Speed Limit",40
"277",10194,1,"No","01","Reported as Unknown","No",55
"278",10195,1,"No","02","Georgia","No",45
"279",10195,2,"No","01","Georgia","No",45
"280",10196,1,"No","01","Alabama","No",70
"281",10196,2,"Yes","Unknown","Reported as Unknown","Reported as Unknown",70
"282",10197,1,"No","02","Alabama","No",98
"283",10197,2,"No","01","Alabama","No",98
"284",10198,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"285",10199,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"286",10201,1,"No","01","Alabama","No",55
"287",10201,2,"No","01","Alabama","No",55
"288",10201,3,"No","01","Alabama","No",55
"289",10202,1,"No","01","Alabama","No",35
"290",10203,1,"No","01","Alabama","No",35
"291",10204,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"292",10204,2,"No","03","Alabama","No",55
"293",10205,1,"No","03","Alabama","Yes, Exceeded Speed Limit",45
"294",10206,1,"No","01","Alabama","No",30
"295",10207,1,"No","01","Alabama","No",55
"296",10207,2,"No","02","Alabama","No",55
"297",10208,1,"No","01","Alabama","No",45
"298",10209,1,"No","01","Alabama","No",60
"299",10209,2,"No","02","Alabama","No",60
"300",10209,3,"No","01","Alabama","No",60
"301",10210,1,"No","04","No Driver Present/Unknown if Driver Present","No Driver Present/Unknown if Driver Present",70
"302",10210,2,"No","01","Alabama","No",70
"303",10210,3,"No","02","Alabama","No",70
"304",10211,1,"No","01","Alabama","No",55
"305",10212,1,"No","01","Alabama","No",55
"306",10212,2,"No","01","Alabama","No",55
"307",10213,1,"No","01","Alabama","No",65
"308",10213,2,"No","01","Alabama","No",65
"309",10214,1,"No","01","Alabama","No",98
"310",10215,1,"No","01","Alabama","No",98
"311",10216,1,"No","02","Alabama","Yes, Too Fast for Conditions",35
"312",10216,2,"No","05","Alabama","No",35
"313",10217,1,"No","01","Alabama","No",45
"314",10217,2,"No","01","Alabama","Reported as Unknown",45
"315",10218,1,"No","02","Alabama","No",55
"316",10218,2,"No","01","Alabama","No",0
"317",10219,1,"No","02","Alabama","Yes, Exceeded Speed Limit",40
"318",10219,2,"No","01","Alabama","No",40
"319",10220,1,"No","01","Alabama","No",40
"320",10220,2,"No","01","Alabama","No",40
"321",10221,1,"No","01","Alabama","No",40
"322",10221,2,"No","01","Alabama","No",40
"323",10222,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"324",10222,2,"No","01","Alabama","No",55
"325",10223,1,"No","01","Georgia","Yes, Exceeded Speed Limit",45
"326",10223,2,"No","01","Alabama","No",45
"327",10223,3,"No","01","Alabama","No",45
"328",10224,1,"No","01","Alabama","No",45
"329",10225,1,"Yes","01","Arizona","No",40
"330",10226,1,"No","01","Alabama","No",55
"331",10226,2,"No","01","Alabama","No",55
"332",10227,1,"No","02","Alabama","No",55
"333",10227,2,"No","05","Mississippi","No",65
"334",10227,3,"No","01","Alabama","No",65
"335",10228,1,"No","02","Alabama","No",55
"336",10228,2,"No","01","California","No",65
"337",10229,1,"No","01","Alabama","No",55
"338",10230,1,"No","01","Alabama","No",70
"339",10230,2,"No","01","North Carolina","No",70
"340",10231,1,"No","01","Alabama","No",45
"341",10231,2,"No","01","Georgia","No",45
"342",10232,1,"No","02","Mississippi","No",55
"343",10232,2,"No","01","Tennessee","No",55
"344",10232,3,"No","01","Alabama","No",55
"345",10232,4,"No","01","Tennessee","No",55
"346",10233,1,"No","01","Alabama","No",40
"347",10233,2,"No","02","Alabama","No",40
"348",10233,3,"No","01","Alabama","No",40
"349",10233,4,"No","01","Alabama","No",40
"350",10234,1,"No","None","No Driver Present/Unknown if Driver Present","No Driver Present/Unknown if Driver Present",70
"351",10234,2,"No","01","Alabama","No",70
"352",10234,3,"No","01","Alabama","No",70
"353",10235,1,"No","01","Alabama","No",55
"354",10235,2,"No","01","Mississippi","No",55
"355",10236,1,"No","02","Alabama","No",45
"356",10236,2,"No","01","Alabama","No",45
"357",10237,1,"No","03","Alabama","No",45
"358",10238,1,"No","01","Alabama","No",55
"359",10239,1,"No","02","Alabama","No",45
"360",10239,2,"No","01","Alabama","No",45
"361",10240,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"362",10241,1,"No","01","Alabama","No",45
"363",10242,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"364",10243,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"365",10243,2,"No","01","Alabama","No",55
"366",10244,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"367",10245,1,"No","01","Alabama","No",55
"368",10245,2,"No","01","Alabama","No",55
"369",10246,1,"No","01","Alabama","No",55
"370",10246,2,"No","02","Alabama","No",55
"371",10246,3,"No","01","Alabama","No",55
"372",10247,1,"No","01","Alabama","Yes, Exceeded Speed Limit",70
"373",10248,1,"No","01","Alabama","Yes, Too Fast for Conditions",25
"374",10248,2,"No","02","Alabama","No",25
"375",10249,1,"No","01","Alabama","No",65
"376",10250,1,"No","02","Alabama","No",45
"377",10250,2,"No","04","Florida","No",45
"378",10251,1,"No","01","Alabama","No",55
"379",10251,2,"No","02","Alabama","No",55
"380",10252,1,"No","01","Alabama","Yes, Exceeded Speed Limit",40
"381",10253,1,"No","02","Alabama","Yes, Too Fast for Conditions",70
"382",10254,1,"No","01","Alabama","No",45
"383",10255,1,"No","01","Alabama","Yes, Too Fast for Conditions",40
"384",10255,2,"No","04","Alabama","No",40
"385",10256,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"386",10256,2,"No","03","Alabama","No",45
"387",10257,1,"No","01","Alabama","No",45
"388",10258,1,"No","01","Alabama","No",40
"389",10259,1,"No","01","Alabama","Reported as Unknown",45
"390",10259,2,"No","01","Alabama","No",45
"391",10260,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"392",10261,1,"No","01","Alabama","No",65
"393",10261,2,"No","01","Alabama","No",65
"394",10262,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"395",10263,1,"No","01","Alabama","No",45
"396",10264,1,"No","01","Alabama","Yes, Exceeded Speed Limit",60
"397",10265,1,"No","03","Alabama","No",30
"398",10265,2,"No","01","Alabama","No",30
"399",10265,3,"No","01","Alabama","No",30
"400",10266,1,"No","01","Alabama","No",40
"401",10267,1,"No","01","Alabama","No",45
"402",10267,2,"No","04","Alabama","No",45
"403",10268,1,"No","02","Alabama","No",45
"404",10269,1,"No","01","Alabama","No",65
"405",10270,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"406",10271,1,"No","01","Alabama","No",65
"407",10271,2,"No","02","Alabama","No",65
"408",10272,1,"No","03","Alabama","No",35
"409",10274,1,"No","03","Alabama","No",65
"410",10274,2,"No","01","Alabama","No",65
"411",10274,3,"Yes","Unknown","Reported as Unknown","Reported as Unknown",65
"412",10275,1,"No","02","Alabama","No",70
"413",10275,2,"No","02","Alabama","No",70
"414",10275,3,"No","01","Alabama","No",70
"415",10275,4,"No","01","Alabama","No",70
"416",10275,5,"No","02","Florida","No",70
"417",10275,6,"No","01","Louisiana","No",70
"418",10275,7,"No","01","Alabama","No",70
"419",10276,1,"No","01","Alabama","No",35
"420",10276,2,"No","01","Alabama","No",35
"421",10277,1,"No","01","Alabama","No",45
"422",10277,2,"No","01","Alabama","No",45
"423",10278,1,"No","02","Alabama","No",0
"424",10278,2,"No","01","Alabama","No",45
"425",10279,1,"No","None","No Driver Present/Unknown if Driver Present","No Driver Present/Unknown if Driver Present",45
"426",10279,2,"No","02","Alabama","No",45
"427",10280,1,"No","02","Alabama","Yes, Exceeded Speed Limit",70
"428",10281,1,"No","01","Alabama","No",65
"429",10281,2,"No","01","Texas","No",65
"430",10282,1,"No","06","Georgia","No",70
"431",10282,2,"No","01","Florida","No",70
"432",10282,3,"No","01","Georgia","No",70
"433",10283,1,"No","03","Alabama","No",55
"434",10283,2,"No","05","Georgia","No",55
"435",10284,1,"No","01","Alabama","No",55
"436",10284,2,"No","01","Alabama","No",55
"437",10285,1,"No","01","Georgia","No",45
"438",10285,2,"No","01","Alabama","No",45
"439",10285,3,"No","01","Georgia","No",45
"440",10286,1,"No","01","Alabama","No",55
"441",10286,2,"No","03","Alabama","No",55
"442",10286,3,"No","02","Alabama","No",55
"443",10287,1,"No","01","Alabama","No",50
"444",10287,2,"No","01","Alabama","No",45
"445",10287,3,"No","04","Alabama","No",50
"446",10287,4,"No","01","Alabama","No",50
"447",10287,5,"No","04","Ohio","No",50
"448",10288,1,"No","01","Louisiana","No",70
"449",10289,1,"No","01","Alabama","Yes, Too Fast for Conditions",45
"450",10289,2,"No","01","Alabama","No",45
"451",10290,1,"No","01","Alabama","No",45
"452",10290,2,"No","01","Alabama","No",45
"453",10291,1,"No","01","Alabama","Yes, Exceeded Speed Limit",45
"454",10292,1,"No","01","Mississippi","No",55
"455",10292,2,"No","01","Alabama","No",55
"456",10293,1,"No","01","Alabama","No",55
"457",10293,2,"No","01","Alabama","No",55
"458",10294,1,"Yes","Unknown","Reported as Unknown","Reported as Unknown",98
"459",10295,1,"No","02","Alabama","Yes, Exceeded Speed Limit",45
"460",10296,1,"No","01","Alabama","No",55
"461",10297,1,"No","01","Alabama","No",50
"462",10298,1,"No","02","Alabama","No",60
"463",10298,3,"No","01","Alabama","No",60
"464",10299,1,"No","01","Alabama","No",65
"465",10299,2,"No","01","Alabama","No",65
"466",10300,1,"No","02","Alabama","No",55
"467",10300,2,"No","02","Alabama","No",55
"468",10300,3,"No","03","Alabama","No",55
"469",10301,1,"No","01","Alabama","Yes, Exceeded Speed Limit",30
"470",10302,1,"No","01","Alabama","No",45
"471",10303,1,"No","01","Alabama","No",45
"472",10304,1,"No","01","Texas","No",70
"473",10305,1,"No","01","Alabama","No",45
"474",10305,2,"No","04","Alabama","No",45
"475",10306,1,"No","04","Alabama","No",45
"476",10307,1,"No","01","Alabama","No",45
"477",10308,1,"No","03","Alabama","Yes, Exceeded Speed Limit",55
"478",10309,1,"No","01","Alabama","No",55
"479",10310,1,"No","02","Alabama","Yes, Exceeded Speed Limit",45
"480",10311,1,"No","01","Alabama","Yes, Too Fast for Conditions",70
"481",10311,2,"No","01","Florida","No",70
"482",10312,1,"No","02","Alabama","No",0
"483",10312,2,"No","02","Florida","No",50
"484",10313,1,"No","01","Alabama","Reported as Unknown",45
"485",10313,2,"No","01","Alabama","No",45
"486",10314,1,"No","01","Alabama","No",45
"487",10315,1,"No","01","Alabama","No",70
"488",10315,2,"No","01","Alabama","No",70
"489",10316,1,"No","01","Alabama","No",55
"490",10316,2,"No","05","Alabama","No",55
"491",10317,1,"No","02","Alabama","No",55
"492",10318,1,"No","01","Florida","No",65
"493",10318,2,"No","01","Florida","No",65
"494",10319,1,"No","01","Alabama","Yes, Exceeded Speed Limit",70
"495",10319,2,"No","01","Florida","No",70
"496",10320,1,"No","01","Alabama","No",55
"497",10320,2,"No","01","Alabama","No",55
"498",10321,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"499",10321,2,"No","02","Kentucky","No",55
"500",10322,1,"No","02","Alabama","Yes, Exceeded Speed Limit",45
"501",10322,2,"No","01","Alabama","No",45
"502",10323,1,"No","01","Alabama","No",55
"503",10323,2,"No","01","Alabama","No",55
"504",10324,1,"No","01","Tennessee","No",45
"505",10325,1,"No","01","Alabama","No",35
"506",10325,2,"No","01","Alabama","No",65
"507",10326,1,"No","02","Alabama","No",55
"508",10326,2,"No","01","Alabama","No",55
"509",10327,1,"No","02","Alabama","No",50
"510",10327,2,"No","01","Alabama","No",50
"511",10328,1,"No","01","Florida","No",55
"512",10328,2,"No","01","Alabama","No",55
"513",10329,1,"No","01","Indiana","Yes, Exceeded Speed Limit",70
"514",10329,2,"No","01","Alabama","No",70
"515",10330,1,"No","02","Alabama","No",55
"516",10330,2,"No","02","Alabama","No",55
"517",10331,1,"No","01","Alabama","No",45
"518",10331,2,"No","01","Alabama","No",45
"519",10332,1,"No","01","Alabama","Yes, Exceeded Speed Limit",55
"520",10333,1,"No","01","Alabama","No",45
"521",10334,1,"No","01","Texas","No",70
"522",10334,2,"No","01","Tennessee","No",70
"523",10335,1,"No","01","Alabama","No",50
"524",10336,1,"No","01","Georgia","No",25
"525",10337,1,"No","01","North Carolina","No",45
"526",10337,2,"No","02","Alabama","No",45
"527",10338,1,"No","05","Alabama","No",70
"528",10339,1,"No","01","Alabama","No",65
"529",10340,1,"No","01","Alabama","Reported as Unknown",45
"530",10340,2,"No","01","Alabama","No",50
"531",10341,1,"No","01","Alabama","No",30
"532",10341,2,"No","01","Alabama","No",30
"533",10342,1,"No","01","Alabama","No",0
"534",10342,2,"No","01","Alabama","No",55
"535",10343,1,"No","01","Alabama","No",55
"536",10344,1,"No","01","Alabama","No",65
"537",10345,1,"No","01","Alabama","No",70
"538",10346,1,"No","02","Utah","No",55
"539",10346,2,"No","01","Alabama","No",55
"540",10348,1,"No","01","Alabama","No",40
"541",10348,2,"No","01","Alabama","No",40
"542",10349,1,"No","02","Alabama","Yes, Exceeded Speed Limit",45
"543",10350,1,"No","01","Alabama","No",40
"544",10350,2,"No","01","Alabama","No",40
"545",10351,1,"No","02","Alabama","No",35
"546",10352,1,"Yes","Unknown","Reported as Unknown","No",70
"547",10353,1,"No","01","Alabama","No",45
"548",10353,2,"No","01","Alabama","No",45
"549",10353,3,"No","01","Alabama","No",45
"550",10354,1,"No","01","Florida","Yes, Too Fast for Conditions",70
"551",10354,2,"No","02","Arkansas","No",70
